,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
1447,649,176433,4733059,0,0,0,NA,2015,5369,5370
1448,650,197095,4728020,0,0,0,NA,2015,6445,6446
1449,651,200208,4728887,0,0,0,NA,2015,2800,2801
1450,652,204409,4728189,1,0,1,NA,2015,5315,5316
1451,653,220121,4729734,0,0,0,NA,2015,11599,11600
1452,654,223700,4728668,0,0,0,NA,2015,334,335
1453,655,259113,4728500,0,0,0,NA,2015,11545,11546
1454,656,273556,4728704,0,0,0,NA,2015,2436,2437
1455,657,278961,4730238,0,0,0,NA,2015,4188,4189
1456,658,223698,4732230,0,NA,0,NA,2015,11947,11948
1457,659,241703,4733175,0,NA,0,NA,2015,6560,6561
1458,660,245792,4733804,0,1,1,NA,2015,2586,2587
1459,661,274475,4733018,0,0,0,NA,2015,8052,8053
1460,662,238517,4738004,0,0,0,NA,2015,2785,2786
1461,663,228686,4736590,0,0,0,NA,2015,5884,5885
1462,664,246189,4736526,0,1,0,NA,2015,9800,9801
1463,665,228201,4740311,0,0,0,NA,2015,3989,3990
1464,666,245676,4739040,0,0,0,NA,2015,9800,9801
1465,667,251758,4739679,0,1,0,NA,2015,5034,5035
1466,668,223189,4744598,0,0,1,NA,2015,1419,1420
1467,669,228178,4743249,0,1,0,NA,2015,452,453
1468,670,224919,4748297,0,0,0,NA,2015,6819,6820
1469,671,227336,4747231,0,0,0,NA,2015,675,676
1470,672,219419,4752344,0,0,0,NA,2015,6967,6968
1471,673,223424,4752424,0,0,0,NA,2015,9598,9599
1472,674,379460,4760132,0,0,1,NA,2015,4156,4157
1473,675,382213,4759912,0,0,0,NA,2015,2653,2654
1474,676,386217,4760393,0,1,0,NA,2015,12291,12292
1475,677,374816,4763940,0,0,1,NA,2015,10688,10689
1476,678,379564,4763666,0,1,1,NA,2015,3198,3199
1477,679,436984,4776985,0,0,0,NA,2015,1131,1132
1478,680,410987,4762292,0,0,0,NA,2015,1273,1274
1479,681,413017,4762130,0,0,0,NA,2015,3895,3896
1480,682,417504,4763846,0,0,0,NA,2015,12086,12087
1481,683,413683,4769291,0,0,0,NA,2015,4126,4127
1482,684,417156,4767443,0,0,0,NA,2015,505,506
1483,685,420942,4767571,0,0,0,NA,2015,12466,12467
1484,686,378889,4771048,0,0,0,NA,2015,12208,12209
1485,687,383878,4771650,0,0,1,NA,2015,5563,5564
1486,688,417036,4772166,0,0,0,NA,2015,5822,5823
1487,689,432306,4772028,0,0,0,NA,2015,3566,3567
1488,690,435109,4771910,0,0,0,NA,2015,6181,6182
1489,691,374633,4776035,0,0,1,NA,2015,3741,3742
1490,692,378378,4775363,0,0,1,NA,2015,12680,12681
1491,693,382344,4775854,0,1,0,NA,2015,7537,7538
1492,694,386919,4774558,0,0,0,NA,2015,7089,7090
1493,695,432664,4775025,0,0,0,NA,2015,9159,9160
1494,696,436984,4776985,0,0,0,NA,2015,1131,1132
1495,697,427918,4777776,0,0,0,NA,2015,5960,5961
1496,698,430980,4777774,0,0,0,NA,2015,12010,12011
1497,699,436139,4779080,0,0,0,NA,2015,581,582
1498,700,386580,4790823,0,0,0,NA,2015,5667,5668
1499,701,389786,4791506,0,0,0,NA,2015,4524,4525
1500,702,395593,4791735,0,0,0,NA,2015,2681,2682
1501,703,399285,4790702,0,0,1,NA,2015,5744,5745
1502,704,378523,4794559,0,0,0,NA,2015,4595,4596
1503,705,390496,4795649,0,0,0,NA,2015,2912,2913
1504,706,395126,4795668,0,0,1,NA,2015,5751,5752
1505,707,397992,4794236,0,0,1,NA,2015,5998,5999
1506,708,371756,4799567,0,0,0,NA,2015,1964,1965
1507,709,374721,4798474,0,0,0,NA,2015,7555,7556
1508,710,378658,4799364,0,0,1,NA,2015,586,587
1509,711,374195,4801870,0,1,1,NA,2015,1964,1965
1510,712,377645,4802283,0,1,1,NA,2015,586,587
1511,713,394535,4802073,0,0,0,NA,2015,3659,3660
1512,714,389664,4807029,0,0,0,NA,2015,9162,9163
1513,715,394197,4806233,0,0,1,NA,2015,11908,11909
1514,716,397398,4806801,0,0,1,NA,2015,5645,5646
1515,717,394169,4810634,0,0,1,NA,2015,8878,8879
1516,718,398573,4811023,0,0,0,NA,2015,943,944
3308,ADK - 0410,573916,4963496,0,1,1,NA,2016,5765,5766
3311,ADK - 0550,565452,4954488,0,0,0,NA,2016,12781,12782
3314,ADK - 0693,567511,4949569,0,0,1,NA,2016,346,347
3317,ADK - 0775,610832,4943185,0,NA,NA,NA,2016,3750,3751
3320,ADK - 0836,573126,4944415,0,0,1,NA,2016,11371,11372
3322,ADK - 0905,563433,4942512,0,0,0,NA,2016,5210,5211
3325,ADK - 0908,577368,4934264,0,0,0,NA,2016,9428,9429
3328,ADK - 0910,585492,4936634,0,0,NA,NA,2016,12281,12282
3331,ADK - 0915,605341,4938624,0,NA,NA,NA,2016,2479,2480
3334,ADK - 0920,623432,4936831,0,NA,NA,NA,2016,4210,4211
3337,ADK - 0987,606016,4934920,1,0,0,NA,2016,8419,8420
3340,ADK - 0992,625596,4932522,1,NA,NA,NA,2016,8905,8906
3343,ADK - 1043,547464,4927015,0,0,0,NA,2016,10284,10285
3345,ADK - 1048,568048,4928976,0,0,0,NA,2016,9908,9909
3348,ADK - 1052,584432,4929363,0,0,0,NA,2016,2743,2744
3351,ADK - 1054,591509,4929324,0,0,0,NA,2016,1561,1562
3354,ADK - 1121,576561,4926155,0,1,NA,NA,2016,7663,7664
3357,ADK - 1123,582574,4923521,0,1,0,NA,2016,1350,1351
3360,ADK - 1125,592679,4923900,0,0,0,NA,2016,11258,11259
3363,ADK - 1196,591121,4922681,0,0,1,NA,2016,5224,5225
3366,ADK - 1256,550877,4919666,0,0,0,NA,2016,4372,4373
3369,ADK - 1258,558392,4916013,0,0,1,NA,2016,4843,4844
3372,ADK - 1262,572274,4919054,0,0,0,NA,2016,7016,7017
3375,ADK - 1266,588487,4917538,0,0,0,NA,2016,4582,4583
3378,ADK - 1271,608206,4917165,0,NA,NA,NA,2016,12400,12401
3381,ADK - 1332,567659,4912426,0,0,0,NA,2016,8373,8374
3384,ADK - 1399,552238,4909778,1,1,1,NA,2016,9367,9368
3387,ADK - 1400,558406,4910146,1,1,NA,NA,2016,5466,5467
3390,ADK - 1402,564405,4908721,0,0,NA,NA,2016,1681,1682
3393,ADK - 1408,587761,4909627,0,0,0,NA,2016,8326,8327
3396,ADK - 1476,575761,4908910,0,0,NA,NA,2016,9937,9938
3398,ADK - 1483,602317,4907759,1,NA,NA,NA,2016,10219,10220
3401,ADK - 1540,551041,4900960,0,0,NA,NA,2016,4382,4383
3404,ADK - 1554,601989,4900784,0,0,0,NA,2016,2355,2356
3407,ADK - 1613,557106,4899415,0,0,0,NA,2016,736,737
3410,ADK - 1617,574293,4898733,0,0,NA,NA,2016,9266,9267
3413,ADK - 1631,627946,4898028,0,0,0,NA,2016,902,903
3416,ADK - 1678,532592,4894889,0,0,1,NA,2016,8748,8749
3419,ADK - 1688,574956,4899226,1,1,0,NA,2016,9266,9267
3422,ADK - 1694,594507,4893377,0,0,0,NA,2016,671,672
3425,ADK - 1820,534258,4887356,0,0,1,NA,2016,8481,8482
3428,ADK - 1830,574125,4884954,0,0,0,NA,2016,5116,5117
3431,ADK - 1839,607215,4885936,1,0,1,NA,2016,11405,11406
3434,ADK - 1902,575370,4882623,0,0,0,NA,2016,5366,5367
3437,ADK - 1910,608031,4881227,0,0,1,NA,2016,5057,5058
3440,ADK - 1961,529974,4878773,0,0,0,NA,2016,7393,7394
3443,ADK - 1976,592827,4874877,0,0,0,NA,2016,2075,2076
3446,ADK - 1981,607064,4879241,0,0,0,NA,2016,5057,5058
3449,ADK - 2032,530275,4877020,0,0,0,NA,2016,3467,3468
3452,ADK - 2035,542684,4870607,1,0,1,NA,2016,10990,10991
3455,ADK - 2041,566519,4873517,0,0,0,NA,2016,1384,1385
3458,ADK - 2049,594043,4874684,0,0,NA,NA,2016,2075,2076
3461,ADK - 2053,610184,4875445,1,0,1,NA,2016,3744,3745
3464,ADK - 2182,562403,4868751,0,0,NA,NA,2016,2810,2811
3467,ADK - 2187,580791,4866526,0,0,1,NA,2016,733,734
3470,ADK - 2265,606080,4864007,0,0,0,NA,2016,6827,6828
3473,ADK - 2327,574185,4859966,0,0,0,NA,2016,1969,1970
3475,ADK - 2332,590319,4859363,0,0,NA,NA,2016,11184,11185
3478,ADK - 2333,595215,4858094,0,0,NA,NA,2016,11517,11518
3481,ADK - 2336,606253,4859155,0,NA,NA,NA,2016,3374,3375
3484,ADK - 2384,517473,4853984,0,0,0,NA,2016,2851,2852
3487,ADK - 2387,530624,4857034,0,1,0,NA,2016,10135,10136
3490,ADK - 2404,595997,4855536,0,0,NA,NA,2016,5338,5339
3493,ADK - 2452,507583,4853061,0,0,1,NA,2016,5186,5187
3496,ADK - 2478,608207,4850078,0,0,0,NA,2016,267,268
3499,ADK - 2527,523400,4846208,0,0,0,NA,2016,1320,1321
3502,ADK - 2541,578209,4847416,0,1,0,NA,2016,7546,7547
3505,ADK - 2542,579418,4846932,0,0,1,NA,2016,7546,7547
3508,ADK - 2546,593934,4849623,0,0,0,NA,2016,6429,6430
3511,ADK - 2547,600983,4847541,0,0,1,NA,2016,10032,10033
3514,ADK - 2619,602270,4844118,0,0,0,NA,2016,3830,3831
3517,ADK - 2621,610110,4844488,0,0,1,NA,2016,2601,2602
3526,ADK - 2672,604481,4837027,0,0,0,NA,2016,1513,1514
3528,ADK - 2674,604481,4837027,0,0,1,NA,2016,1513,1514
3530,ADK - 2751,603548,4830939,0,0,1,NA,2016,11318,11319
3533,ADK - 2753,534377,4838945,0,0,0,NA,2016,7400,7401
3520,ADK - 2761,541962,4841427,1,0,0,NA,2016,12708,12709
3535,ADK - 2822,563137,4837410,0,0,1,NA,2016,12479,12480
3523,ADK - 2832,563060,4832709,0,0,0,NA,2016,8181,8182
3538,ADK - 2888,547184,4827651,0,0,NA,NA,2016,9579,9580
3540,ADK - 2891,555630,4828244,0,0,0,NA,2016,8012,8013
3542,ADK - 2957,539313,4823213,0,0,0,NA,2016,7480,7481
3544,ADK - 2972,594656,4823253,1,0,1,NA,2016,2404,2405
3547,ADK - 3032,552882,4820362,0,0,NA,NA,2016,4414,4415
3550,ADK - 3043,595752,4819056,0,0,0,NA,2016,9241,9242
3553,ADK - 3047,612435,4822466,0,0,NA,NA,2016,2218,2219
3556,ADK - 3106,565482,4815765,0,0,NA,NA,2016,10336,10337
3559,ADK - 3111,582603,4818761,0,0,0,NA,2016,7886,7887
3562,ADK - 3119,615553,4816136,1,0,1,NA,2016,12332,12333
3565,ADK - 3190,613407,4815010,0,1,1,NA,2016,6789,6790
3568,ADK - 3256,595067,4807545,0,0,0,NA,2016,803,804
3570,ADK - 3321,572119,4805928,0,1,1,NA,2016,11300,11301
3573,ADK - 3330,605797,4805692,1,1,1,NA,2016,12059,12060
3575,ADK - 3394,581916,4800140,0,0,0,NA,2016,4957,4958
3578,ADK - 3400,602603,4801385,0,0,1,NA,2016,6975,6976
3580,ADK - 3603,565614,4791003,0,1,0,NA,2016,12391,12392
3583,ADK - 3607,581976,4788338,1,1,1,NA,2016,5453,5454
3586,TH - 0403,545501,4964587,0,0,0,NA,2016,12544,12545
3589,TH - 0405,551896,4963463,0,0,1,NA,2016,6227,6228
3592,TH - 0406,556542,4964438,0,0,0,NA,2016,5800,5801
3595,TH - 0476,553155,4959678,0,0,1,NA,2016,7955,7956
3598,TH - 0540,527359,4954660,0,1,1,NA,2016,404,405
3601,TH - 0542,535180,4957347,0,1,0,NA,2016,12394,12395
3604,TH - 0614,538709,4951705,1,1,0,NA,2016,12452,12453
3607,TH - 0678,510613,4948675,0,NA,NA,NA,2016,1556,1557
3610,TH - 0684,535646,4948571,0,0,0,NA,2016,2547,2548
3613,TH - 0685,498979,4933351,0,0,1,NA,2016,4660,4661
3616,TH - 0756,536035,4945031,0,NA,NA,NA,2016,3780,3781
3619,TH - 0818,502424,4941418,0,0,1,NA,2016,12271,12272
3622,TH - 0893,518310,4936877,0,0,1,NA,2016,6303,6304
3625,TH - 0898,539651,4938990,0,NA,NA,NA,2016,3040,3041
3628,TH - 0959,498979,4933351,1,0,0,NA,2016,4660,4661
3631,TH - 0960,503159,4933515,0,0,1,NA,2016,11197,11198
3634,TH - 0969,541030,4932707,0,0,0,NA,2016,12571,12572
3637,TH - 1029,494231,4929021,0,1,1,NA,2016,7294,7295
3640,TH - 1036,520579,4927759,0,1,1,NA,2016,11460,11461
3643,TH - 1099,492726,4925268,0,0,0,NA,2016,6078,6079
3646,TH - 1105,515873,4924415,0,0,0,NA,2016,4625,4626
3649,TH - 1107,520937,4926346,0,0,0,NA,2016,11460,11461
3652,TH - 1173,503773,4922653,0,0,0,NA,2016,11266,11267
3655,TH - 1236,472853,4917584,0,1,NA,NA,2016,4863,4864
3658,TH - 1306,466513,4914128,1,0,NA,NA,2016,10402,10403
3661,TH - 1309,480124,4912666,0,1,NA,NA,2016,2428,2429
3664,TH - 1314,498207,4914141,1,0,0,NA,2016,11032,11033
3667,TH - 1315,501997,4912823,0,1,0,NA,2016,3263,3264
3670,TH - 1391,521884,4909653,0,0,1,NA,2016,11095,11096
3673,TH - 1448,467734,4906206,0,0,NA,NA,2016,8594,8595
3676,TH - 1452,483151,4906314,0,0,0,NA,2016,8671,8672
3679,TH - 1462,523871,4904155,1,0,1,NA,2016,9405,9406
3682,TH - 1463,525576,4904192,NA,NA,NA,NA,2016,9405,9406
3685,TH - 1521,474172,4903396,0,0,NA,NA,2016,113,114
3688,TH - 1529,506553,4902393,NA,NA,NA,NA,2016,11514,11515
3691,TH - 1530,509003,4901801,0,0,1,NA,2016,9203,9204
3694,TH - 1666,486764,4896362,0,1,0,NA,2016,5484,5485
3697,TH - 1668,494989,4893133,0,0,0,NA,2016,8586,8587
3700,TH - 1673,506246,4886516,0,0,1,NA,2016,1281,1282
3703,TH - 1733,472637,4890503,1,0,1,NA,2016,6738,6739
3706,TH - 1734,475850,4890195,0,0,0,NA,2016,12840,12841
3709,TH - 1740,498308,4891681,0,NA,NA,NA,2016,11966,11967
3712,TH - 1742,508295,4891840,0,0,0,NA,2016,12832,12833
3715,TH - 1811,498005,4886551,0,0,0,NA,2016,12558,12559
3718,TH - 1877,477836,4883358,1,0,1,NA,2016,6235,6236
3721,TH - 1884,505594,4884318,0,1,0,NA,2016,6457,6458
3724,TH - 1950,486950,4879776,0,0,0,NA,2016,9888,9889
3727,TH - 1951,489655,4878364,0,NA,NA,NA,2016,7123,7124
3730,TH - 2011,448326,4873221,0,0,0,NA,2016,9801,9802
3733,TH - 2015,464311,4873402,1,0,0,NA,2016,9863,9864
3736,TH - 2022,491693,4875304,0,0,1,NA,2016,7398,7399
3739,TH - 2083,452517,4871268,NA,NA,NA,NA,2016,8179,8180
3742,TH - 2092,487274,4872763,0,0,1,NA,2016,10198,10199
3745,TH - 2162,483660,4869007,1,1,1,NA,2016,6436,6437
3748,TH - 2226,456938,4861566,0,1,1,NA,2016,6466,6467
3751,TH - 2228,462208,4864829,0,0,0,NA,2016,6114,6115
3754,TH - 2238,504319,4862656,1,0,0,NA,2016,7403,7404
3757,TH - 2239,507739,4864572,0,0,0,NA,2016,7588,7589
3760,TH - 2374,478736,4854467,0,NA,1,NA,2016,8688,8689
3763,TH - 2506,441775,4846940,0,0,0,NA,2016,3211,3212
3766,TH - 2577,441482,4843818,0,0,0,NA,2016,2363,2364
3769,TH - 2585,473323,4843860,0,0,0,NA,2016,9446,9447
3772,TH - 2651,453479,4839656,0,0,0,NA,2016,1876,1877
3775,TH - 2656,472793,4841192,0,1,0,NA,2016,4770,4771
3778,TH - 2719,439958,4837961,0,0,NA,NA,2016,6775,6776
3781,TH - 2722,454325,4838244,0,NA,NA,NA,2016,1876,1877
3784,TH - 2795,460722,4832741,0,0,0,NA,2016,2129,2130
3787,TH - 2866,460534,4827891,0,1,0,NA,2016,10211,10212
3790,TH - 2871,478762,4830019,0,NA,NA,NA,2016,5111,5112
3793,TH - 2872,485454,4827909,NA,NA,NA,NA,2016,1856,1857
3796,TH - 2874,492171,4829422,1,1,1,NA,2016,8376,8377
3799,TH - 2936,457376,4823355,0,1,0,NA,2016,3732,3733
3802,TH - 2940,472077,4824884,0,0,0,NA,2016,4872,4873
3805,TH - 2942,480901,4823661,0,1,1,NA,2016,5371,5372
3808,TH - 2943,482331,4826212,NA,NA,NA,NA,2016,6582,6583
3811,TH - 3073,437407,4816595,0,0,1,NA,2016,5892,5893
3814,TH - 3076,447565,4815350,NA,NA,NA,NA,2016,6408,6409
3817,TH - 3092,508670,4818900,0,0,0,NA,2016,7475,7476
3820,TH - 3154,476784,4813568,0,0,1,NA,2016,7321,7322
3823,TH - 3157,485594,4813216,0,NA,NA,NA,2016,11530,11531
3826,TH - 3160,499496,4814053,0,0,0,NA,2016,11615,11616
3829,TH - 3304,506578,4803575,0,0,1,NA,2016,132,133
3832,TH - 3369,483710,4800794,0,0,1,NA,2016,9211,9212
3835,TH - 3372,495180,4801350,0,0,0,NA,2016,254,255
3838,TH - 3444,500507,4796589,0,0,1,NA,2016,7936,7937
3841,TH - 3445,503976,4798499,0,1,1,NA,2016,88,89
3844,TH - 3518,510405,4793375,0,NA,NA,NA,2016,936,937
3847,TH - 3591,518059,4790405,0,NA,NA,NA,2016,11707,11708
3850,TH - 3659,505305,4787933,1,1,NA,NA,2016,6692,6693
3853,TH - 3662,517257,4787322,0,NA,NA,NA,2016,9950,9951
3856,TH - 3663,521533,4785773,0,1,0,NA,2016,1951,1952
3859,TH - 3737,534095,4780920,0,0,0,NA,2016,9901,9902
3862,TH - 3803,514133,4778671,0,1,1,NA,2016,7228,7229
3865,TH - 3806,526891,4777986,0,1,1,NA,2016,10302,10303
3868,TH - 3879,532236,4773138,0,1,1,NA,2016,6555,6556
3871,TH - 3947,520968,4771565,0,1,1,NA,2016,9047,9048
3874,TH - 3949,530748,4769779,0,0,1,NA,2016,10755,10756
3877,TH - 4022,535865,4767432,0,0,0,NA,2016,2040,2041
3309,ADK - 0410,573916,4963496,0,0,0,NA,2017,5765,5766
3312,ADK - 0550,565452,4954488,0,0,0,NA,2017,12781,12782
3315,ADK - 0693,567511,4949569,0,0,0,NA,2017,346,347
3318,ADK - 0775,610832,4943185,1,1,0,NA,2017,3750,3751
3323,ADK - 0905,563433,4942512,0,0,0,NA,2017,5210,5211
3326,ADK - 0908,577368,4934264,0,0,0,NA,2017,9428,9429
3329,ADK - 0910,585492,4936634,1,0,0,NA,2017,12281,12282
3332,ADK - 0915,605341,4938624,0,0,0,NA,2017,2479,2480
3335,ADK - 0920,623432,4936831,0,0,0,NA,2017,4210,4211
3338,ADK - 0987,606016,4934920,0,0,1,NA,2017,8419,8420
3341,ADK - 0992,625596,4932522,0,0,0,NA,2017,8905,8906
3346,ADK - 1048,568048,4928976,0,1,0,NA,2017,9908,9909
3349,ADK - 1052,584432,4929363,0,0,0,NA,2017,2743,2744
3352,ADK - 1054,591509,4929324,0,1,0,NA,2017,1561,1562
3355,ADK - 1121,576561,4926155,0,0,0,NA,2017,7663,7664
3358,ADK - 1123,582574,4923521,0,0,0,NA,2017,1350,1351
3361,ADK - 1125,592679,4923900,0,0,0,NA,2017,11258,11259
3364,ADK - 1196,591121,4922681,0,0,0,NA,2017,5224,5225
3367,ADK - 1256,550877,4919666,0,0,0,NA,2017,4372,4373
3370,ADK - 1258,558392,4916013,0,0,0,NA,2017,4843,4844
3373,ADK - 1262,572274,4919054,0,0,0,NA,2017,7016,7017
3376,ADK - 1266,588487,4917538,0,0,0,NA,2017,4582,4583
3379,ADK - 1271,608206,4917165,0,1,0,NA,2017,12400,12401
3382,ADK - 1332,567659,4912426,0,0,1,NA,2017,8373,8374
3385,ADK - 1399,552238,4909778,1,0,0,NA,2017,9367,9368
3388,ADK - 1400,558406,4910146,0,0,0,NA,2017,5466,5467
3391,ADK - 1402,564405,4908721,0,0,0,NA,2017,1681,1682
3394,ADK - 1408,587761,4909627,0,0,0,NA,2017,8326,8327
3399,ADK - 1483,602317,4907759,1,0,0,NA,2017,10219,10220
3402,ADK - 1540,551041,4900960,0,1,0,NA,2017,4382,4383
3405,ADK - 1554,601989,4900784,0,0,0,NA,2017,2355,2356
3408,ADK - 1613,557106,4899415,0,0,0,NA,2017,736,737
3411,ADK - 1617,574293,4898733,0,0,0,NA,2017,9266,9267
3414,ADK - 1631,627946,4898028,0,0,0,NA,2017,902,903
3417,ADK - 1678,532592,4894889,0,0,0,NA,2017,8748,8749
3420,ADK - 1688,574956,4899226,0,0,0,NA,2017,9266,9267
3423,ADK - 1694,594507,4893377,0,0,0,NA,2017,671,672
3426,ADK - 1820,534258,4887356,0,0,0,NA,2017,8481,8482
3429,ADK - 1830,574125,4884954,0,0,0,NA,2017,5116,5117
3432,ADK - 1839,607215,4885936,0,0,1,NA,2017,11405,11406
3435,ADK - 1902,575370,4882623,0,0,0,NA,2017,5366,5367
3438,ADK - 1910,608031,4881227,0,0,0,NA,2017,5057,5058
3441,ADK - 1961,529974,4878773,0,0,0,NA,2017,7393,7394
3444,ADK - 1976,592827,4874877,0,0,0,NA,2017,2075,2076
3447,ADK - 1981,607064,4879241,0,0,0,NA,2017,5057,5058
3450,ADK - 2032,530275,4877020,0,0,0,NA,2017,3467,3468
3453,ADK - 2035,542684,4870607,0,0,0,NA,2017,10990,10991
3456,ADK - 2041,566519,4873517,0,0,0,NA,2017,1384,1385
3459,ADK - 2049,594043,4874684,0,0,1,NA,2017,2075,2076
3462,ADK - 2053,610184,4875445,0,0,0,NA,2017,3744,3745
3465,ADK - 2182,562403,4868751,0,0,0,NA,2017,2810,2811
3468,ADK - 2187,580791,4866526,0,0,1,NA,2017,733,734
3471,ADK - 2265,606080,4864007,0,0,0,NA,2017,6827,6828
3476,ADK - 2332,590319,4859363,0,0,0,NA,2017,11184,11185
3479,ADK - 2333,595215,4858094,0,0,0,NA,2017,11517,11518
3482,ADK - 2336,606253,4859155,0,0,0,NA,2017,3374,3375
3485,ADK - 2384,517473,4853984,0,0,0,NA,2017,2851,2852
3488,ADK - 2387,530624,4857034,0,0,0,NA,2017,10135,10136
3491,ADK - 2404,595997,4855536,0,1,0,NA,2017,5338,5339
3494,ADK - 2452,507583,4853061,0,1,0,NA,2017,5186,5187
3497,ADK - 2478,608207,4850078,1,NA,NA,NA,2017,267,268
3500,ADK - 2527,523400,4846208,0,0,0,NA,2017,1320,1321
3503,ADK - 2541,578209,4847416,0,0,0,NA,2017,7546,7547
3506,ADK - 2542,579418,4846932,0,0,0,NA,2017,7546,7547
3509,ADK - 2546,593934,4849623,0,0,0,NA,2017,6429,6430
3512,ADK - 2547,600983,4847541,0,0,0,NA,2017,10032,10033
3515,ADK - 2619,602270,4844118,0,0,0,NA,2017,3830,3831
3518,ADK - 2621,610110,4844488,0,0,0,NA,2017,2601,2602
3531,ADK - 2751,603548,4830939,0,0,0,NA,2017,11318,11319
3521,ADK - 2761,563137,4837410,0,0,1,NA,2017,12479,12480
3536,ADK - 2822,574454,4838165,0,0,0,NA,2017,12541,12542
3524,ADK - 2832,563060,4832709,0,0,0,NA,2017,8181,8182
3545,ADK - 2972,594656,4823253,1,1,1,NA,2017,2404,2405
3548,ADK - 3032,552882,4820362,0,1,1,NA,2017,4414,4415
3551,ADK - 3043,595752,4819056,0,0,0,NA,2017,9241,9242
3554,ADK - 3047,612435,4822466,0,0,0,NA,2017,2218,2219
3557,ADK - 3106,565482,4815765,0,0,0,NA,2017,10336,10337
3560,ADK - 3111,582603,4818761,0,0,0,NA,2017,7886,7887
3563,ADK - 3119,615553,4816136,1,0,0,NA,2017,12332,12333
3566,ADK - 3190,613407,4815010,0,0,0,NA,2017,6789,6790
3571,ADK - 3321,572119,4805928,0,0,0,NA,2017,11300,11301
3576,ADK - 3394,581916,4800140,0,0,1,NA,2017,4957,4958
3581,ADK - 3603,565614,4791003,0,0,1,NA,2017,12391,12392
3584,ADK - 3607,581976,4788338,0,1,1,NA,2017,5453,5454
3587,TH - 0403,545501,4964587,1,1,1,NA,2017,12544,12545
3590,TH - 0405,551896,4963463,0,0,1,NA,2017,6227,6228
3593,TH - 0406,556542,4964438,0,0,0,NA,2017,5800,5801
3596,TH - 0476,553155,4959678,1,0,1,NA,2017,7955,7956
3599,TH - 0540,527359,4954660,1,0,0,NA,2017,404,405
3602,TH - 0542,535180,4957347,0,1,0,NA,2017,12394,12395
3605,TH - 0614,538709,4951705,0,NA,NA,NA,2017,12452,12453
3608,TH - 0678,510613,4948675,1,NA,NA,NA,2017,1556,1557
3611,TH - 0684,535646,4948571,0,0,1,NA,2017,2547,2548
3614,TH - 0685,498979,4933351,0,0,0,NA,2017,4660,4661
3617,TH - 0756,536035,4945031,0,0,0,NA,2017,3780,3781
3620,TH - 0818,502424,4941418,NA,NA,NA,NA,2017,12271,12272
3623,TH - 0893,518310,4936877,1,0,0,NA,2017,6303,6304
3626,TH - 0898,539651,4938990,0,0,0,NA,2017,3040,3041
3629,TH - 0959,498979,4933351,0,0,1,NA,2017,4660,4661
3632,TH - 0960,503159,4933515,0,0,0,NA,2017,11197,11198
3635,TH - 0969,541030,4932707,0,0,1,NA,2017,12571,12572
3638,TH - 1029,494231,4929021,0,1,0,NA,2017,7294,7295
3641,TH - 1036,520579,4927759,0,1,0,NA,2017,11460,11461
3644,TH - 1099,492726,4925268,0,1,1,NA,2017,6078,6079
3647,TH - 1105,515873,4924415,0,0,NA,NA,2017,4625,4626
3650,TH - 1107,520937,4926346,0,0,0,NA,2017,11460,11461
3653,TH - 1173,503773,4922653,0,NA,NA,NA,2017,11266,11267
3656,TH - 1236,472853,4917584,0,0,0,NA,2017,4863,4864
3659,TH - 1306,466513,4914128,0,0,0,NA,2017,10402,10403
3662,TH - 1309,480124,4912666,0,0,1,NA,2017,2428,2429
3665,TH - 1314,498207,4914141,0,1,1,NA,2017,11032,11033
3668,TH - 1315,501997,4912823,0,1,1,NA,2017,3263,3264
3671,TH - 1391,521884,4909653,1,0,0,NA,2017,11095,11096
3674,TH - 1448,467734,4906206,0,0,0,NA,2017,8594,8595
3677,TH - 1452,483151,4906314,0,1,1,NA,2017,8671,8672
3680,TH - 1462,523871,4904155,1,1,1,NA,2017,9405,9406
3683,TH - 1463,525576,4904192,1,0,0,NA,2017,9405,9406
3686,TH - 1521,474172,4903396,0,1,0,NA,2017,113,114
3689,TH - 1529,506553,4902393,0,1,0,NA,2017,11514,11515
3692,TH - 1530,509003,4901801,0,0,1,NA,2017,9203,9204
3695,TH - 1666,486764,4896362,0,0,0,NA,2017,5484,5485
3698,TH - 1668,494989,4893133,1,0,0,NA,2017,8586,8587
3701,TH - 1673,506246,4886516,0,1,0,NA,2017,1281,1282
3704,TH - 1733,472637,4890503,0,0,0,NA,2017,6738,6739
3707,TH - 1734,475850,4890195,0,0,0,NA,2017,12840,12841
3710,TH - 1740,498308,4891681,0,1,0,NA,2017,11966,11967
3713,TH - 1742,508295,4891840,0,0,0,NA,2017,12832,12833
3716,TH - 1811,498005,4886551,0,0,0,NA,2017,12558,12559
3719,TH - 1877,477836,4883358,0,0,1,NA,2017,6235,6236
3722,TH - 1884,505594,4884318,0,0,0,NA,2017,6457,6458
3725,TH - 1950,486950,4879776,0,0,0,NA,2017,9888,9889
3728,TH - 1951,489655,4878364,0,0,1,NA,2017,7123,7124
3731,TH - 2011,448326,4873221,0,0,0,NA,2017,9801,9802
3734,TH - 2015,464311,4873402,0,0,0,NA,2017,9863,9864
3737,TH - 2022,491693,4875304,0,0,0,NA,2017,7398,7399
3740,TH - 2083,452517,4871268,0,0,0,NA,2017,8179,8180
3743,TH - 2092,487274,4872763,0,0,0,NA,2017,10198,10199
