,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
3409,ADK - 1613,557106,4899415,0,0,1,NA,2018,736,737
3412,ADK - 1617,574293,4898733,0,0,0,NA,2018,9266,9267
3415,ADK - 1631,627946,4898028,0,1,1,NA,2018,902,903
3418,ADK - 1678,532592,4894889,0,0,0,NA,2018,8748,8749
3421,ADK - 1688,574956,4899226,0,1,0,NA,2018,9266,9267
3424,ADK - 1694,594507,4893377,0,0,0,NA,2018,671,672
3427,ADK - 1820,534258,4887356,0,0,0,NA,2018,8481,8482
3430,ADK - 1830,574125,4884954,0,0,0,NA,2018,5116,5117
3433,ADK - 1839,607215,4885936,1,1,1,NA,2018,11405,11406
3436,ADK - 1902,575370,4882623,0,0,0,NA,2018,5366,5367
3439,ADK - 1910,608031,4881227,0,0,0,NA,2018,5057,5058
3442,ADK - 1961,529974,4878773,0,0,0,NA,2018,7393,7394
3445,ADK - 1976,592827,4874877,0,0,0,NA,2018,2075,2076
3448,ADK - 1981,607064,4879241,0,0,0,NA,2018,5057,5058
3451,ADK - 2032,530275,4877020,0,0,1,NA,2018,3467,3468
3454,ADK - 2035,542684,4870607,0,0,0,NA,2018,10990,10991
3457,ADK - 2041,566519,4873517,0,0,0,NA,2018,1384,1385
3460,ADK - 2049,594043,4874684,0,0,0,NA,2018,2075,2076
3463,ADK - 2053,610184,4875445,0,0,0,NA,2018,3744,3745
3466,ADK - 2182,562403,4868751,0,0,0,NA,2018,2810,2811
3469,ADK - 2187,580791,4866526,0,0,0,NA,2018,733,734
3472,ADK - 2265,606080,4864007,1,1,1,NA,2018,6827,6828
3474,ADK - 2327,574185,4859966,0,0,0,NA,2018,1969,1970
3477,ADK - 2332,590319,4859363,0,0,0,NA,2018,11184,11185
3480,ADK - 2333,595215,4858094,0,0,0,NA,2018,11517,11518
3483,ADK - 2336,606253,4859155,0,NA,0,NA,2018,3374,3375
3486,ADK - 2384,517473,4853984,0,0,0,NA,2018,2851,2852
3489,ADK - 2387,530624,4857034,NA,NA,1,NA,2018,10135,10136
3492,ADK - 2404,595997,4855536,0,0,1,NA,2018,5338,5339
3495,ADK - 2452,507583,4853061,0,0,0,NA,2018,5186,5187
3498,ADK - 2478,608207,4850078,0,0,0,NA,2018,267,268
3501,ADK - 2527,523400,4846208,0,0,0,NA,2018,1320,1321
3504,ADK - 2541,578209,4847416,0,0,0,NA,2018,7546,7547
3507,ADK - 2542,579418,4846932,0,0,0,NA,2018,7546,7547
3510,ADK - 2546,593934,4849623,1,1,1,NA,2018,6429,6430
3513,ADK - 2547,600983,4847541,0,0,1,NA,2018,10032,10033
3516,ADK - 2619,602270,4844118,0,0,0,NA,2018,3830,3831
3519,ADK - 2621,610110,4844488,0,0,0,NA,2018,2601,2602
3527,ADK - 2672,604481,4837027,0,0,0,NA,2018,1513,1514
3529,ADK - 2674,603548,4830939,0,0,0,NA,2018,11318,11319
3532,ADK - 2751,534377,4838945,0,0,0,NA,2018,7400,7401
3534,ADK - 2753,541962,4841427,0,1,0,NA,2018,12708,12709
3522,ADK - 2761,563137,4837410,0,1,0,NA,2018,12479,12480
3537,ADK - 2822,574454,4838165,0,0,0,NA,2018,12541,12542
3525,ADK - 2832,563060,4832709,0,0,0,NA,2018,8181,8182
3539,ADK - 2888,547184,4827651,0,0,0,NA,2018,9579,9580
3541,ADK - 2891,555630,4828244,0,0,0,NA,2018,8012,8013
3543,ADK - 2957,539313,4823213,0,0,0,NA,2018,7480,7481
3546,ADK - 2972,594656,4823253,0,1,1,NA,2018,2404,2405
3549,ADK - 3032,552882,4820362,0,NA,NA,NA,2018,4414,4415
3552,ADK - 3043,595752,4819056,0,0,0,NA,2018,9241,9242
3555,ADK - 3047,612435,4822466,0,0,0,NA,2018,2218,2219
3558,ADK - 3106,565482,4815765,0,0,0,NA,2018,10336,10337
3561,ADK - 3111,582603,4818761,0,0,1,NA,2018,7886,7887
3564,ADK - 3119,615553,4816136,0,0,0,NA,2018,12332,12333
3567,ADK - 3190,613407,4815010,0,0,0,NA,2018,6789,6790
3569,ADK - 3256,595067,4807545,0,0,0,NA,2018,803,804
3572,ADK - 3321,572119,4805928,0,0,0,NA,2018,11300,11301
3574,ADK - 3330,605797,4805692,1,0,0,NA,2018,12059,12060
3577,ADK - 3394,581916,4800140,0,0,0,NA,2018,4957,4958
3579,ADK - 3400,602603,4801385,0,0,0,NA,2018,6975,6976
3582,ADK - 3603,565614,4791003,0,0,0,NA,2018,12391,12392
3585,ADK - 3607,581976,4788338,1,0,1,NA,2018,5453,5454
3588,TH - 0403,545501,4964587,0,0,0,NA,2018,12544,12545
3591,TH - 0405,551896,4963463,1,NA,NA,NA,2018,6227,6228
3594,TH - 0406,556542,4964438,0,NA,NA,NA,2018,5800,5801
3597,TH - 0476,553155,4959678,0,0,NA,NA,2018,7955,7956
3600,TH - 0540,527359,4954660,0,0,0,NA,2018,404,405
3603,TH - 0542,535180,4957347,0,0,0,NA,2018,12394,12395
3606,TH - 0614,538709,4951705,0,0,0,NA,2018,12452,12453
3609,TH - 0678,510613,4948675,1,0,0,NA,2018,1556,1557
3612,TH - 0684,535646,4948571,1,0,1,NA,2018,2547,2548
3615,TH - 0685,498979,4933351,NA,NA,NA,NA,2018,4660,4661
3618,TH - 0756,536035,4945031,0,NA,NA,NA,2018,3780,3781
3621,TH - 0818,502424,4941418,0,1,0,NA,2018,12271,12272
3624,TH - 0893,518310,4936877,0,0,0,NA,2018,6303,6304
3627,TH - 0898,539651,4938990,0,0,0,NA,2018,3040,3041
3630,TH - 0959,498979,4933351,0,0,0,NA,2018,4660,4661
3633,TH - 0960,503159,4933515,0,0,0,NA,2018,11197,11198
3636,TH - 0969,541030,4932707,0,0,0,NA,2018,12571,12572
3639,TH - 1029,494231,4929021,0,0,1,NA,2018,7294,7295
3642,TH - 1036,520579,4927759,0,NA,NA,NA,2018,11460,11461
3645,TH - 1099,492726,4925268,0,0,0,NA,2018,6078,6079
3648,TH - 1105,515873,4924415,0,0,0,NA,2018,4625,4626
3651,TH - 1107,520937,4926346,0,0,0,NA,2018,11460,11461
3654,TH - 1173,503773,4922653,0,NA,NA,NA,2018,11266,11267
3657,TH - 1236,472853,4917584,0,1,0,NA,2018,4863,4864
3660,TH - 1306,466513,4914128,0,0,0,NA,2018,10402,10403
3663,TH - 1309,480124,4912666,0,0,1,NA,2018,2428,2429
3666,TH - 1314,498207,4914141,0,0,0,NA,2018,11032,11033
3669,TH - 1315,501997,4912823,0,1,0,NA,2018,3263,3264
3672,TH - 1391,521884,4909653,0,0,NA,NA,2018,11095,11096
3675,TH - 1448,467734,4906206,0,0,1,NA,2018,8594,8595
3678,TH - 1452,483151,4906314,0,0,0,NA,2018,8671,8672
3681,TH - 1462,523871,4904155,0,0,0,NA,2018,9405,9406
3684,TH - 1463,525576,4904192,0,0,0,NA,2018,9405,9406
3687,TH - 1521,474172,4903396,1,0,0,NA,2018,113,114
3690,TH - 1529,506553,4902393,0,NA,NA,NA,2018,11514,11515
3693,TH - 1530,509003,4901801,0,1,0,NA,2018,9203,9204
3696,TH - 1666,486764,4896362,0,0,0,NA,2018,5484,5485
3699,TH - 1668,494989,4893133,1,0,0,NA,2018,8586,8587
3702,TH - 1673,506246,4886516,0,0,1,NA,2018,1281,1282
3705,TH - 1733,472637,4890503,1,1,1,NA,2018,6738,6739
3708,TH - 1734,475850,4890195,0,0,0,NA,2018,12840,12841
3711,TH - 1740,498308,4891681,0,0,0,NA,2018,11966,11967
3714,TH - 1742,508295,4891840,0,0,0,NA,2018,12832,12833
3717,TH - 1811,498005,4886551,0,0,0,NA,2018,12558,12559
3720,TH - 1877,477836,4883358,0,0,0,NA,2018,6235,6236
3723,TH - 1884,505594,4884318,0,0,0,NA,2018,6457,6458
3726,TH - 1950,486950,4879776,0,0,0,NA,2018,9888,9889
3729,TH - 1951,489655,4878364,0,0,0,NA,2018,7123,7124
3732,TH - 2011,448326,4873221,0,0,0,NA,2018,9801,9802
3735,TH - 2015,464311,4873402,0,0,0,NA,2018,9863,9864
3738,TH - 2022,491693,4875304,0,0,0,NA,2018,7398,7399
3741,TH - 2083,452517,4871268,NA,NA,NA,NA,2018,8179,8180
3744,TH - 2092,487274,4872763,0,0,0,NA,2018,10198,10199
3747,TH - 2162,483660,4869007,0,1,0,NA,2018,6436,6437
3750,TH - 2226,456938,4861566,0,0,NA,NA,2018,6466,6467
3753,TH - 2228,462208,4864829,0,0,0,NA,2018,6114,6115
3756,TH - 2238,504319,4862656,0,0,0,NA,2018,7403,7404
3759,TH - 2239,507739,4864572,0,0,0,NA,2018,7588,7589
3762,TH - 2374,478736,4854467,0,NA,0,NA,2018,8688,8689
3765,TH - 2506,441775,4846940,NA,NA,NA,NA,2018,3211,3212
3768,TH - 2577,441482,4843818,0,0,0,NA,2018,2363,2364
3771,TH - 2585,473323,4843860,0,0,NA,NA,2018,9446,9447
3774,TH - 2651,453479,4839656,1,0,0,NA,2018,1876,1877
3777,TH - 2656,472793,4841192,0,1,0,NA,2018,4770,4771
3780,TH - 2719,439958,4837961,0,NA,0,NA,2018,6775,6776
3783,TH - 2722,454325,4838244,0,0,0,NA,2018,1876,1877
3786,TH - 2795,460722,4832741,0,NA,NA,NA,2018,2129,2130
3789,TH - 2866,460534,4827891,1,0,0,NA,2018,10211,10212
3792,TH - 2871,478762,4830019,0,0,0,NA,2018,5111,5112
3795,TH - 2872,485454,4827909,0,NA,NA,NA,2018,1856,1857
3798,TH - 2874,492171,4829422,0,NA,NA,NA,2018,8376,8377
3801,TH - 2936,457376,4823355,0,NA,NA,NA,2018,3732,3733
3804,TH - 2940,472077,4824884,0,NA,NA,NA,2018,4872,4873
3807,TH - 2942,480901,4823661,0,0,0,NA,2018,5371,5372
3810,TH - 2943,482331,4826212,0,0,0,NA,2018,6582,6583
3813,TH - 3073,437407,4816595,0,0,0,NA,2018,5892,5893
3816,TH - 3076,447565,4815350,NA,NA,NA,NA,2018,6408,6409
3819,TH - 3092,508670,4818900,0,0,0,NA,2018,7475,7476
3822,TH - 3154,476784,4813568,0,0,0,NA,2018,7321,7322
3825,TH - 3157,485594,4813216,0,0,0,NA,2018,11530,11531
3828,TH - 3160,499496,4814053,0,0,0,NA,2018,11615,11616
3831,TH - 3304,506578,4803575,0,0,1,NA,2018,132,133
3834,TH - 3369,483710,4800794,0,0,0,NA,2018,9211,9212
3837,TH - 3372,495180,4801350,0,0,0,NA,2018,254,255
3840,TH - 3444,500507,4796589,0,0,0,NA,2018,7936,7937
3843,TH - 3445,503976,4798499,0,1,0,NA,2018,88,89
3846,TH - 3518,510405,4793375,0,0,0,NA,2018,936,937
3849,TH - 3591,518059,4790405,0,0,0,NA,2018,11707,11708
3852,TH - 3659,505305,4787933,0,0,0,NA,2018,6692,6693
3855,TH - 3662,517257,4787322,0,0,0,NA,2018,9950,9951
3858,TH - 3663,521533,4785773,0,0,0,NA,2018,1951,1952
3861,TH - 3737,534095,4780920,0,0,0,NA,2018,9901,9902
3864,TH - 3803,514133,4778671,0,1,0,NA,2018,7228,7229
3867,TH - 3806,526891,4777986,0,1,0,NA,2018,10302,10303
3870,TH - 3879,532236,4773138,0,1,0,NA,2018,6555,6556
3873,TH - 3947,520968,4771565,0,0,0,NA,2018,9047,9048
3876,TH - 3949,530748,4769779,0,0,0,NA,2018,10755,10756
3879,TH - 4022,535865,4767432,0,0,0,NA,2018,2040,2041
1838,182,289011,4702862,0,0,0,NA,2019,7113,7114
1645,261,440862,4851868,0,0,0,NA,2019,12885,12886
1646,262,444513,4852060,0,0,0,NA,2019,10463,10464
1647,263,446990,4854247,1,1,0,NA,2019,9996,9997
1648,265,441940,4855918,0,0,0,NA,2019,4941,4942
1649,266,445498,4855395,0,1,0,NA,2019,9996,9997
1839,294,293470,4701710,0,0,0,NA,2019,3652,3653
1840,296,321160,4712313,0,0,0,NA,2019,2619,2620
1841,297,304769,4702113,1,1,0,NA,2019,5140,5141
1842,298,308667,4702168,0,0,0,NA,2019,12727,12728
1843,299,314039,4702223,0,1,0,NA,2019,12293,12294
1844,326,289828,4706441,0,0,0,NA,2019,12838,12839
1845,327,292859,4705956,0,0,0,NA,2019,967,968
1846,330,304306,4707025,0,0,0,NA,2019,2024,2025
1847,331,308947,4705234,0,1,1,NA,2019,10019,10020
1848,332,313953,4705421,0,0,0,NA,2019,1643,1644
1849,335,336812,4704838,0,0,1,NA,2019,4634,4635
1850,336,339259,4705610,NA,0,1,NA,2019,4634,4635
1851,356,288605,4709232,0,0,0,NA,2019,3578,3579
1852,357,293863,4710332,0,0,0,NA,2019,9092,9093
1853,358,331821,4708867,0,0,0,NA,2019,4029,4030
1854,359,335514,4710105,0,0,0,NA,2019,7732,7733
1855,360,340709,4710965,0,0,0,NA,2019,2966,2967
1856,377,339279,4714489,0,0,0,NA,2019,5178,5179
1857,390,320413,4718027,1,0,1,NA,2019,9323,9324
1858,405,309405,4737355,0,0,0,NA,2019,5068,5069
1859,406,320308,4720524,0,0,0,NA,2019,1621,1622
1860,407,324501,4720713,0,0,0,NA,2019,8581,8582
1861,421,324359,4725588,1,0,0,NA,2019,9671,9672
1862,454,297354,4736805,0,0,0,NA,2019,1903,1904
1863,455,301343,4736761,1,0,0,NA,2019,3918,3919
1864,456,305374,4737305,0,0,0,NA,2019,5207,5208
1865,467,304436,4739455,1,0,1,NA,2019,11866,11867
1866,468,310000,4740218,0,0,0,NA,2019,4412,4413
1650,490,456239,4775941,0,0,0,NA,2019,7980,7981
1651,491,460116,4774858,0,1,1,NA,2019,8789,8790
1867,496,324693,4779466,1,0,0,NA,2019,5760,5761
1868,498,332170,4779097,0,0,0,NA,2019,694,695
1652,501,442717,4780527,0,0,0,NA,2019,11327,11328
1653,502,447359,4778640,0,0,0,NA,2019,6219,6220
1654,503,458905,4779207,0,0,1,NA,2019,6452,6453
1655,504,463380,4779422,1,0,0,NA,2019,9031,9032
1656,505,467370,4779405,0,0,0,NA,2019,10751,10752
1869,507,316606,4783517,0,0,0,NA,2019,4141,4142
1870,508,320177,4783626,0,0,0,NA,2019,8783,8784
1871,509,325740,4782180,0,1,1,NA,2019,1016,1017
1872,511,332728,4782894,0,0,0,NA,2019,9007,9008
1657,515,444315,4784873,0,1,0,NA,2019,5549,5550
1658,516,448549,4782591,0,0,0,NA,2019,4525,4526
1873,519,321043,4787072,0,0,0,NA,2019,10481,10482
1874,520,324043,4786951,0,1,0,NA,2019,6176,6177
1875,521,335958,4779638,0,0,0,NA,2019,2228,2229
1876,522,340011,4779211,0,0,0,NA,2019,10850,10851
1877,524,358816,4787838,0,0,0,NA,2019,3165,3166
1878,525,362991,4787154,0,0,0,NA,2019,9317,9318
1879,528,358667,4791924,0,1,0,NA,2019,11196,11197
1880,529,362868,4790176,1,0,0,NA,2019,6222,6223
1659,530,429444,4790214,0,0,0,NA,2019,6874,6875
1660,531,431554,4789572,0,0,0,NA,2019,6677,6678
1661,532,436851,4791110,0,0,0,NA,2019,7585,7586
1881,536,358569,4795363,0,0,0,NA,2019,10404,10405
1882,537,362972,4795085,0,0,0,NA,2019,2155,2156
1662,538,428506,4793328,0,0,0,NA,2019,9120,9121
1663,539,433861,4795953,0,0,0,NA,2019,8208,8209
1664,540,438047,4794847,0,0,0,NA,2019,1791,1792
1665,544,410706,4799244,0,0,1,NA,2019,2672,2673
1666,545,412604,4797634,0,0,0,NA,2019,6054,6055
1667,546,417283,4798886,0,0,1,NA,2019,3112,3113
1668,555,409698,4802761,0,0,0,NA,2019,5353,5354
1669,556,413634,4803065,0,0,0,NA,2019,6808,6809
1670,557,416712,4803710,0,0,NA,NA,2019,4140,4141
1671,594,417155,4833555,0,0,0,NA,2019,11668,11669
1672,595,420305,4834355,0,0,0,NA,2019,10193,10194
1673,596,416239,4837723,0,0,0,NA,2019,7404,7405
1674,597,421059,4837637,0,0,0,NA,2019,6525,6526
1675,599,420711,4841296,0,0,0,NA,2019,5519,5520
1676,600,441980,4852986,1,0,0,NA,2019,12885,12886
1677,601,444463,4853211,0,0,0,NA,2019,9996,9997
1678,602,447367,4852429,0,0,0,NA,2019,6678,6679
1679,604,438754,4855105,0,0,0,NA,2019,5536,5537
1680,605,443352,4856868,0,0,0,NA,2019,2884,2885
1883,606,337108,4783382,1,0,0,NA,2019,6384,6385
1884,607,340163,4783514,0,0,0,NA,2019,397,398
1885,617,352529,4714797,0,0,0,NA,2019,5064,5065
1886,618,355829,4713396,0,1,1,NA,2019,11801,11802
1887,619,359421,4713636,0,0,1,NA,2019,1370,1371
1888,625,355932,4716267,0,1,1,NA,2019,2119,2120
1889,626,358812,4717620,0,0,0,NA,2019,9491,9492
1890,635,258440,4721429,0,0,0,NA,2019,8110,8111
1891,636,278096,4722072,1,0,1,NA,2019,10366,10367
1892,637,355259,4722122,0,0,0,NA,2019,3186,3187
1893,644,254270,4725133,0,0,0,NA,2019,805,806
1894,645,259099,4724579,0,0,0,NA,2019,7548,7549
1895,646,263780,4725083,0,0,0,NA,2019,1619,1620
1896,647,275433,4724845,0,0,0,NA,2019,9553,9554
1897,648,278450,4725975,0,0,0,NA,2019,5110,5111
1898,655,258995,4728501,0,0,0,NA,2019,11545,11546
1899,656,273554,4728721,0,0,0,NA,2019,2436,2437
1900,657,278874,4730281,0,0,0,NA,2019,4188,4189
1901,661,274448,4733023,0,0,0,NA,2019,8052,8053
1902,100A,335338,4683191,0,1,0,NA,2019,10713,10714
1903,100B,334512,4684090,0,0,0,NA,2019,10713,10714
1517,111A,470640,4700454,0,0,1,NA,2019,7100,7101
1518,111B,472649,4703661,0,0,0,NA,2019,10374,10375
1519,112A,473411,4703107,0,0,1,NA,2019,10374,10375
1520,112B,476212,4702235,0,0,0,NA,2019,3972,3973
1521,113A,541416,4702451,0,1,0,NA,2019,574,575
1522,113B,540667,4701345,1,1,0,NA,2019,574,575
1523,114A,543731,4702092,1,0,0,NA,2019,4379,4380
1524,114B,543735,4700116,1,0,0,NA,2019,3988,3989
1525,132A,539695,4704395,0,0,0,NA,2019,574,575
1526,132B,541726,4703879,0,0,1,NA,2019,574,575
1904,134A,320049,4686527,1,0,0,NA,2019,1232,1233
1905,134B,318787,4687382,0,1,0,NA,2019,1232,1233
1906,137A,332316,4684337,0,0,0,NA,2019,1848,1849
1907,137B,330739,4685824,0,0,NA,NA,2019,4841,4842
1908,138A,335527,4686897,0,0,0,NA,2019,3396,3397
1909,138B,334099,4687923,0,0,NA,NA,2019,3396,3397
1527,146A,517568,4708021,0,NA,NA,NA,2019,9609,9610
1528,146B,516813,4710218,0,0,0,NA,2019,9609,9610
1529,147A,520224,4708694,0,0,1,NA,2019,8851,8852
1530,147B,522434,4710733,0,0,0,NA,2019,8851,8852
1531,154A,477022,4713487,0,0,0,NA,2019,10533,10534
1532,154B,475638,4715143,0,0,0,NA,2019,11043,11044
1533,155A,477492,4711898,0,0,0,NA,2019,10533,10534
1534,155B,478986,4713147,0,0,0,NA,2019,5699,5700
1535,156A,517482,4713012,0,0,1,NA,2019,3382,3383
1536,156B,519297,4713696,1,0,0,NA,2019,3382,3383
1537,157A,520874,4713760,0,0,0,NA,2019,9338,9339
1538,157B,522652,4715388,0,0,0,NA,2019,6312,6313
1539,15A,481052,4674522,0,0,0,NA,2019,5803,5804
1540,15B,480640,4676367,0,0,0,NA,2019,3639,3640
1541,161A,473809,4716851,0,0,0,NA,2019,4998,4999
1542,161B,475558,4716526,0,0,0,NA,2019,4998,4999
1543,162A,479696,4717645,0,0,0,NA,2019,881,882
1544,162B,479962,4719284,0,0,0,NA,2019,881,882
1545,163A,482329,4717302,0,0,0,NA,2019,7784,7785
1546,163B,483175,4715983,0,0,1,NA,2019,11049,11050
1547,164A,499154,4716989,1,1,0,NA,2019,1012,1013
1548,164B,499709,4715500,0,0,0,NA,2019,1012,1013
1549,165A,501225,4717202,0,0,0,NA,2019,6351,6352
1550,165B,500692,4718385,0,0,0,NA,2019,11286,11287
1551,166A,517439,4716490,0,0,0,NA,2019,3173,3174
1552,166B,519708,4717391,0,0,0,NA,2019,10157,10158
1553,167A,520057,4715718,0,0,0,NA,2019,6312,6313
1554,167B,523442,4717056,0,1,0,NA,2019,1122,1123
1555,16A,481887,4674199,0,0,0,NA,2019,5803,5804
1556,16B,483412,4676569,0,0,0,NA,2019,8024,8025
1557,171A,479495,4721586,0,0,0,NA,2019,11231,11232
1558,171B,479884,4720331,0,0,0,NA,2019,11231,11232
1559,172A,497959,4721422,0,0,0,NA,2019,437,438
1560,172B,497815,4722946,0,0,0,NA,2019,437,438
1561,173A,502500,4721209,0,1,1,NA,2019,10879,10880
1562,173B,500884,4720980,0,0,0,NA,2019,10879,10880
1563,177A,498830,4725333,0,0,0,NA,2019,5757,5758
1564,177B,500341,4724338,0,0,0,NA,2019,5757,5758
1565,178A,502813,4726105,NA,0,0,NA,2019,2380,2381
1566,178B,504358,4725408,NA,NA,0,NA,2019,150,151
1910,1801A,308564,4662934,0,0,0,NA,2019,3556,3557
1911,1801B,310443,4664051,0,0,0,NA,2019,10842,10843
1912,1802A,303975,4668007,0,1,0,NA,2019,7165,7166
1913,1802B,306590,4667488,0,0,0,NA,2019,3052,3053
1914,1804A,313211,4667867,0,0,0,NA,2019,11369,11370
1915,1804B,310805,4668238,1,0,0,NA,2019,1407,1408
1916,1819A,342500,4675688,0,0,0,NA,2019,3446,3447
1917,1819B,343821,4676446,0,0,0,NA,2019,3880,3881
1918,1822A,297536,4677522,0,0,0,NA,2019,10226,10227
1919,1822B,296011,4677537,0,0,0,NA,2019,10226,10227
1567,182A,521359,4728806,0,0,0,NA,2019,11973,11974
1568,182B,523044,4728143,0,0,0,NA,2019,12243,12244
1920,1838A,320212,4682808,0,0,1,NA,2019,12510,12511
1921,1838B,321462,4683360,0,0,1,NA,2019,8862,8863
1569,183A,524514,4727584,1,0,1,NA,2019,12243,12244
1570,183B,526535,4728602,0,0,0,NA,2019,11183,11184
1922,1844A,346932,4681922,0,0,0,NA,2019,7807,7808
1923,1844B,347045,4683767,1,0,0,NA,2019,7314,7315
1924,1859A,318170,4688198,0,0,0,NA,2019,1232,1233
1925,1859B,314833,4686632,0,0,1,NA,2019,3796,3797
1926,185A,332806,4691809,0,0,0,NA,2019,12342,12343
1927,185B,331952,4690358,0,0,0,NA,2019,1615,1616
1928,1860A,317184,4690259,0,0,0,NA,2019,1750,1751
1929,1860B,318500,4689281,0,0,0,NA,2019,9661,9662
1930,1861A,321237,4690138,0,0,0,NA,2019,12588,12589
1931,1861B,322192,4689179,0,0,0,NA,2019,12588,12589
1932,186A,335665,4689484,0,0,0,NA,2019,9010,9011
1933,186B,334465,4690797,0,0,0,NA,2019,9010,9011
1571,187A,482109,4733428,0,0,0,NA,2019,3956,3957
1572,187B,483641,4732195,0,0,0,NA,2019,4240,4241
1573,188A,485915,4733467,0,0,0,NA,2019,1041,1042
1574,188B,487800,4731701,0,0,0,NA,2019,3150,3151
1575,189A,521815,4733370,0,1,0,NA,2019,7623,7624
1576,189B,522347,4731014,1,0,0,NA,2019,1115,1116
1577,190A,526201,4732516,0,0,0,NA,2019,4020,4021
1578,190B,525596,4733923,0,0,0,NA,2019,5620,5621
1579,194A,482888,4736460,1,1,1,NA,2019,6209,6210
1580,194B,482708,4735340,0,0,0,NA,2019,3956,3957
1581,195A,486143,4736477,0,0,0,NA,2019,12083,12084
1582,195B,485219,4737147,0,0,0,NA,2019,12083,12084
1583,196A,522772,4736632,0,1,0,NA,2019,7897,7898
1584,196B,520599,4736892,0,0,0,NA,2019,7897,7898
1585,197A,524785,4737804,1,0,0,NA,2019,281,282
1586,197B,524111,4736290,0,0,0,NA,2019,281,282
1934,19A,308743,4667252,0,0,0,NA,2019,1407,1408
1935,19B,306994,4668552,0,0,1,NA,2019,3052,3053
1936,2019A,317720,4682885,0,0,0,NA,2019,12510,12511
1937,2019B,317944,4684070,0,0,1,NA,2019,12510,12511
1587,204A,483858,4741145,0,0,0,NA,2019,5977,5978
1588,204B,483607,4738665,0,0,1,NA,2019,6209,6210
1589,205A,485517,4740302,0,0,0,NA,2019,9735,9736
1590,205B,487986,4739190,0,0,0,NA,2019,12083,12084
1681,213A,463158,4775131,0,0,0,NA,2019,3621,3622
1682,241A,427651,4792037,0,0,0,NA,2019,4973,4974
1683,242A,432227,4791850,0,0,0,NA,2019,7666,7667
1684,243A,435011,4790471,0,0,0,NA,2019,7585,7586
1685,246A,429143,4795424,0,0,0,NA,2019,9120,9121
1686,247A,433956,4793197,0,0,0,NA,2019,8208,8209
1687,248A,435452,4793534,0,0,0,NA,2019,2227,2228
1688,249A,410650,4798090,0,0,0,NA,2019,2672,2673
1689,250A,414091,4800131,0,0,0,NA,2019,12078,12079
1690,251A,418724,4797611,1,1,1,NA,2019,9502,9503
1691,252A,411426,4801924,0,0,NA,NA,2019,1528,1529
1692,253A,412458,4802250,0,0,0,NA,2019,12078,12079
1693,254A,418416,4802372,0,0,0,NA,2019,9508,9509
1694,255A,418975,4833267,0,0,1,NA,2019,4402,4403
1695,256A,422771,4834838,0,0,0,NA,2019,3722,3723
1696,257A,419036,4838006,0,0,1,NA,2019,6525,6526
1697,258A,419400,4836846,0,0,0,NA,2019,10193,10194
1698,259A,418206,4839677,0,0,1,NA,2019,7404,7405
1699,259B,417731,4842167,0,0,0,NA,2019,7289,7290
1700,260A,422792,4839832,0,0,0,NA,2019,5413,5414
1701,264A,435242,4858110,0,0,0,NA,2019,12626,12627
1702,264B,437930,4857910,0,0,0,NA,2019,12903,12904
1938,29A,308943,4671606,0,0,0,NA,2019,7320,7321
1939,29B,309748,4669366,0,0,0,NA,2019,1407,1408
1940,30A,305073,4671441,0,0,0,NA,2019,9132,9133
1941,30B,306061,4672411,0,0,0,NA,2019,9132,9133
1591,310A,455665,4668382,0,0,0,NA,2019,8121,8122
1592,310B,457526,4668280,0,0,0,NA,2019,176,177
1593,311A,460271,4665225,0,0,1,NA,2019,7634,7635
1594,311B,461137,4666227,0,NA,0,NA,2019,7634,7635
1595,312A,463438,4668851,0,0,0,NA,2019,2004,2005
1596,312B,463727,4665692,1,0,1,NA,2019,3527,3528
1597,313A,456996,4672350,0,0,1,NA,2019,431,432
1598,313B,454672,4671796,0,0,0,NA,2019,5621,5622
1599,314A,458315,4671953,0,0,1,NA,2019,431,432
1600,314B,460515,4672705,0,0,0,NA,2019,230,231
1601,315A,463349,4671905,0,0,0,NA,2019,9447,9448
1602,315B,461892,4670697,1,0,1,NA,2019,230,231
1603,316A,478289,4680441,0,0,0,NA,2019,2303,2304
1604,316B,479411,4679238,0,0,0,NA,2019,10256,10257
1605,317A,482596,4677270,0,0,1,NA,2019,8024,8025
1606,317B,481269,4678921,0,1,0,NA,2019,3639,3640
1607,318A,493593,4687530,0,0,0,NA,2019,7484,7485
1608,318B,495919,4687382,1,0,0,NA,2019,1657,1658
1609,319A,510147,4686627,0,0,0,NA,2019,9903,9904
1610,319B,508967,4686431,0,0,0,NA,2019,9903,9904
1942,31A,351625,4675310,0,0,0,NA,2019,368,369
1943,31B,352822,4675442,0,0,0,NA,2019,11034,11035
1611,32A,492368,4680674,0,0,0,NA,2019,1955,1956
1612,32B,490941,4681693,0,0,0,NA,2019,11440,11441
1613,338A,499038,4682806,0,0,0,NA,2019,7521,7522
1614,338B,500484,4683901,0,0,0,NA,2019,7521,7522
1615,33A,495458,4682475,0,0,0,NA,2019,12905,12906
1616,33B,495756,4681318,0,0,0,NA,2019,417,418
1617,4R44A,491399,4686302,1,1,0,NA,2019,7484,7485
1618,4R44B,492384,4685896,0,0,0,NA,2019,7484,7485
1619,4R45A,499560,4688116,0,0,0,NA,2019,10456,10457
1620,4R45B,499396,4686175,0,0,0,NA,2019,10456,10457
